image,sha256,source_bytes,fast_bytes,classification,contract_valid,smoking_detected,person_count,location,confidence,description,pass_count,fallback_used,thinking_enabled,fast_prompt_tokens,fast_completion_tokens,fallback_prompt_tokens,fallback_completion_tokens,total_prompt_tokens,total_completion_tokens,preprocess_ms,fast_request_ms,fallback_request_ms,end_to_end_ms,failure_code
017.jpg,16bd427affab58a78d1801499090d97b8a75b975927f06a8da6fb3d8e2ba9343,465528,111802,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.479,2302.861,,2333.819,
018.jpg,b1adf1587be1cf07290908b39a43acd3127a77fa28c159ec8ab49be84b816287,405596,96626,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.358,2325.685,,2356.417,
019.jpg,ddcb3c12d738b897e327032c7de2b460e9d24f94b6e20130c43df1697be26f3d,422829,104460,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.508,2358.365,,2389.257,
020.jpg,15d4a5c2ad07cd0b024621b3cd80ce1090a17427bb4b0e0754bac468e7ea0e76,520777,126894,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.875,2370.068,,2401.605,
021.jpg,e5b46543f09a828e18993b22f1a4ced2573625a352ae9e3f884c41d77a2a3fb6,410051,91051,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.672,2328.453,,2359.426,
022.jpg,903f186b8dea99845f2ab63da20cac16f010fb340c66813e3acb961f72fccb2d,517075,132658,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,11,,,1610,11,30.28,2509.157,,2541.226,
023.jpg,2c1ec8d6ea9ce27eb581c8b8ea26c74205458986383f7fdc489f0a6bb168afe3,376701,83480,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.839,2333.95,,2362.959,
024.jpg,eaa6bb319945f4874298f2ab4575c68da9d4485b5313e16a4961d3b6c759a2b7,502521,123702,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,31.126,2384.528,,2417.306,
025.jpg,95ec6b3d9f59d36eeb09452173f1eefdb6ad869b4232cf35a47c07981c854285,472144,116682,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.59,2326.312,,2357.443,
026.jpg,6f54e50f6c70aacc7b09300064a8d1c35ce048857a5e38ce61bfec4b19b476ca,432195,105712,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.467,2319.717,,2350.591,
027.jpg,6603819ea84eca6f157f9ed3c43092309cff19d80c76bec19020d6de79ad5f44,397101,92958,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,42.571,2323.846,,2367.722,
028.jpg,d2bc90a413cad89c2a38c340a571c69dae06dbda03119a82991ba2e203fb3b7e,480771,112327,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,33.541,2278.486,,2313.653,
029.jpg,e3208bf47f8fa56e396b277e7882d95d2ed2012c1ef3520bf8367da277621711,427235,99942,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.033,2352.302,,2382.818,
030.jpg,fbc245f4b01f8bf5881f3e4176ad619dbbac0a24cc8bbdbff3f6615a6f7c1b62,468874,123151,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.302,2344.636,,2375.422,
031.jpg,fcc3c1a2dde5b41c229c3de12270e8fa2d03f2545830c5e5c7e39c2e380c3166,425170,95521,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.835,2340.067,,2370.295,
032.jpg,947ee77f73e89266ddc7f4cd161c444711ba153891961598f3b07806883ff08a,414921,94589,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.554,2582.831,,2613.723,
033.jpg,cfbcdf0d6109b153b028aba0a113d35256e3e7a5980e95240723750136b5da27,391431,91627,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.298,2313.78,,2344.352,
034.jpg,7ca225d2b800d6e9dd3c1c6173ce13e6d6a82b180ffa9419804b39c552cda907,436349,105915,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.363,2428.988,,2459.82,
035.jpg,3d9a6ef2d05571a79324ada34ef4ac4f82257c7de522d3a2e256e045fbc1f916,398771,98214,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,30.592,2349.397,,2381.346,
036.jpg,4bd752c57f0eef8f223b3eaa73726355cf8e0e0f4aa123997cd0e9206bed2d39,484770,117290,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,30.051,2390.528,,2422.254,
037.jpg,787b3fb1e9a023a9d9f68eb590632dfde1a56f5039c26f6167f01c776ffdb3da,405088,88596,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.957,2368.843,,2400.113,
038.jpg,0032b128d72698543a213acd6e3c9bf738e8d47e76ba58e7a439456a39255288,445166,115617,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,32.106,2609.481,,2643.412,
039.jpg,6d12e966481f719ee3521d58a62a2d468b6d429c42d24c817adc9ac8909a84d7,366402,81442,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.879,2338.234,,2368.379,
040.jpg,c9e0a033e9d8ee0c8f97ddd3de10f3727ced354565308aad0b9f7a174b78b38f,431289,98116,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,34.424,2318.338,,2354.153,
041.jpg,a8df4c4fc8920a027822c856dd17d606327ef5c8b68dbf212e9fa85c9154f59f,411878,100148,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.082,2454.778,,2485.257,
042.jpg,cea424b4b7db62cec3b635d69c771f406f2294c7ca382341a5ddb6624b98f076,415864,94968,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.783,2265.988,,2295.067,
043.jpg,b036a3a07a4c8ecbe9ae62bfb69b91a81b8fc51b442b0ecf21a5640f8226de05,416530,98554,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.329,2294.06,,2323.644,
044.jpg,ea00f4d225af5f5dc82eb753a7247aa66d21129a09a7a057657b2d17aa1122c0,462563,107565,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.015,2319.89,,2349.487,
045.jpg,5fbeabf99b1a566123df341be191e80ca77ef076d7ca5f3dce041ba62fe2419a,508649,118206,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,30.046,2506.718,,2538.396,
046.jpg,59a3f329bda4dc3cac906f766f04dcad11087185fdeefd309cf03b7e60a26e4c,495343,128726,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,11,,,1610,11,29.036,2084.604,,2115.332,
047.jpg,71e6d55450dc3fd1dc10c8d905e989260068c96b2a08c17afee816dfe94dbe83,423778,102450,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.791,2318.691,,2349.049,
048.jpg,b55d06308d14152d381e552e60c84abb8ecdd0d6fce57c69e520e78a39a81f63,428170,95419,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.453,2326.757,,2356.455,
049.jpg,b6b72d92181854244a16149713255e859857ba84e883813e6fc4547c853b8282,439479,114428,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.148,2521.607,,2551.198,
050.jpg,8c59b48421de4ae90a267c08b23a18d6aecf855c2ee63e46d703593b7d6bba3c,495032,122941,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.215,2525.588,,2556.564,
051.jpg,51ca0e1ac0d53d6cd7fd1fa739ddc31f7d2e35c1f4325624bcea496d83d4c296,401772,96756,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.125,2347.776,,2378.39,
052.jpg,f022c1b2a9af947c23a4a9a0f2cc3bd843bd26e59424968f33545b9af6ff40a3,451619,98305,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,37.054,2333.783,,2372.302,
053.jpg,16587126b20d0db56b312b20b24ef5a198e3a5f5718e18a9bfbb8cae2954ca16,434889,103114,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.72,2518.371,,2548.629,
054.jpg,e07db1295c9d845d6be53bdf713364115a2d3750ddc6912abd35954e381bc0f0,482089,122980,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,30.382,2365.713,,2397.735,
055.jpg,29d3a0e2dc2a57a3516153c47e8ea1b18ef75135bdf832e24dcf2e757a471ba4,409571,97288,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.205,2286.141,,2314.609,
056.jpg,9fa18a7280a49f41c60725e925768fce3225f501996d38f244e8c560c6c7f746,454037,109437,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.964,2316.851,,2346.342,
057.jpg,35ef807fa0de9939185ab8661c2e57fb5c404e61b0fceb2b7b7ced01932faab8,450170,115588,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.407,2336.587,,2367.548,
058.jpg,a7e471a1e72a2f0e147c28238a710a65657b5ccd0b4e5dbaa4e5b33b00d5a5a2,406184,101593,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.175,2412.507,,2443.103,
059.jpg,969464c2e14704fdcc7748d814282cd7521c059d134665f6587df3145fbafa95,418019,103566,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.623,2344.814,,2375.858,
060.jpg,ed08d7afe9f5a7f9780428f05237277589d55b98f4be2c568f48b50f5884802b,439598,100237,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.512,2345.006,,2375.824,
061.jpg,3b7419311b1c31a1a4cd2020188bb288d0cbe6d3e05016ee54eaf35ff6de4e71,422791,100290,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.318,2384.493,,2414.293,
062.jpg,addb1f20f722630c29d1095b4e2ee789a2ab366d8097a79812c9dda45b02b1fe,480056,120843,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.627,2344.424,,2375.8,
063.jpg,5fd7a1c6739ff969fd8d4bb255a446e6f252fba17c33237eb2e4eb941112486d,442464,103178,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.795,2366.457,,2396.78,
064.jpg,d84bcaed6ef8f21e31f85094f3bd34090fe808d1def09fc717a48ef3acabb3fb,428845,96490,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.27,2324.385,,2355.113,
065.jpg,fa43eead24268dcfcaed26133f1258b593019e1085506a8bb10800eaa08f359c,525157,132789,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,41.443,2345.489,,2390.72,
066.jpg,ba7f4004f6f4922422627f5f05556474c75ecb5aa4f81b9997ed15a8350bd9a7,475933,113959,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.065,2349.183,,2381.527,
067.jpg,6d8fff911a461531dde51b4fc57bad6612ded08256ca65865e31373f6501a983,424097,102174,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.671,2322.547,,2355.294,
068.jpg,95a20ad9a5d76db5a99b254b8c7ad8d215f9a6c88cf135c3ce5e17de69b28139,493076,116180,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.341,2448.6,,2482.767,
069.jpg,e096434b1590a834dfab70266156d805c62279511deee2155c81aea318be4037,405233,90257,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.438,2364.714,,2396.319,
070.jpg,6f6867be841323da99360a8349161088bcb83d5b1686efe4f6a48b149f8d9c7f,537251,139144,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,30.107,2381.184,,2417.076,
071.jpg,87250a5cbafa7a3717af2a1cd976a8708ce35c559eb473c4e31449ffc518dce7,437028,104295,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.069,2355.351,,2388.552,
072.jpg,366b292e0a57f01b37ebe13021bc65670a67b5314bea2a172827fcdc64bcd73a,428079,106270,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.307,2758.723,,2789.756,
073.jpg,c62ffcfafaee8fdd33f7e5b61bd272a8aa9ded0e437bb0b933f3f70dcfa5c9c0,436044,103587,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.316,2337.527,,2368.738,
074.jpg,1798bbed77f233558ac4d74b6d69093e601f4160ad33fc0c486f55c4aee28a4b,521453,140514,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.087,2372.437,,2404.781,
075.jpg,c97445da64688534cc4733c7817d604b201b0fa52b24f0825b419580c5ea0e58,428272,110141,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.822,2331.594,,2362.775,
076.jpg,4120aff7a0c4111c7d3f8945fe51027a76bea7daf4feda1f498f3efc83089106,496316,123400,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.935,2363.314,,2396.3,
077.jpg,eaaeee2024350c044a30250a20b3c1405e99b8f818c9bede18a8d6d4e9dd4994,501407,112694,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,42.318,2359.373,,2404.74,
078.jpg,24eae5ea6b6756ee71050597f2d4275461e6ee49504d75b27d35130e6a6adb31,510616,131665,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.647,2672.481,,2705.647,
079.jpg,9ef4da5542b9d02b338672a21bd5a1dcdf887290e38b9fe1da0c332ff02464b7,485559,118807,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,29.325,2330.661,,2363.085,
080.jpg,3dac2b47533d4e6d5d9f17eb908156e6e29a879f9bf8790834ba4125b35f7ac0,435481,105872,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.613,2255.119,,2285.651,
081.jpg,611400191b5dd9384352bf69e293b3adf56602c61d969e8389a32c03462ba33a,471540,117661,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.275,2350.327,,2380.692,
082.jpg,afe6a5b838921a1759911b9ed5bab1c2c47cab9aebccce1c82c989c89d653a75,424837,102683,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.73,2290.641,,2321.115,
083.jpg,5edbe79ff2e02ef8b5cf6c568d5ce6befd2af5ed9c493992203fcd618a7a9484,389113,94435,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,11,,,1610,11,27.633,2032.893,,2062.404,
084.jpg,c74ba2aba6596e21d7f646d2ddd8bcf46baf174744f9d5bfb78890f36f617394,552678,134271,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.901,2267.0,,2301.425,
085.jpg,2322c7d3304dd81bed2df9ca4132a26679995bba0dd9e5c4e08ef5311ae70bb4,413047,100213,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.535,2306.03,,2341.179,
086.jpg,33aebb440ed3ea9f903a5c83c55a157ba6d4ee64678c4747d94fa24fde37757f,446398,113967,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.716,2416.461,,2448.12,
087.jpg,4f9d8eb609b1972b2cc57837ec0495d311c0689644f988c4f3026efdfa548d48,424929,97365,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.295,2439.105,,2470.097,
088.jpg,7a2ee0fb43994bd4a0098e3d0fa09c33248b75669156a99ca0e0629852948a3d,467706,109759,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.649,2421.344,,2453.225,
089.jpg,b573fe7a26f44b66d0ab5c09fe28b754e4711e5e8d2838f96ddf6cf48c1bda93,455565,110786,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,27.84,2437.866,,2473.42,
090.jpg,8e7f3d9590140669525a51f5a8e1d5a72d373b731090916f3fac01d5affae117,486962,117516,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,81.551,2353.341,,2438.438,
091.jpg,05f1a4412d1e6e62854233a25013d17d497d7f74c41cc025447353ee3ed2ec52,469177,117290,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,37.609,2343.058,,2384.395,
092.jpg,a7cc921096da0f3a2664e119978f45280c0d55b37c947d05d252563b34b7f116,487087,113906,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.67,2355.622,,2387.612,
093.jpg,1bc2c51354def747f3731a62ebafa7b830fc64bb55b4c97e42884e3677eaa8f5,430647,104350,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.539,2390.708,,2422.188,
094.jpg,38a9aeae9902290f702fcf398d4850bfd7d51a381e55d797a3c39b29e24247be,535386,141351,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.895,2345.713,,2378.447,
095.jpg,503e087df0c1123b134e96972bfd7cc647984da8c38f346d87990a22beb2cd8b,474746,112445,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.515,2414.447,,2446.036,
096.jpg,a49ce7260a42390e468e020013b3aa4e409c2aaec01b87f76a17275285bbd94e,407289,94056,uncertain,True,0,0,UNKNOWN,0.45,uncertain: 图像不足以可靠判断。,2,True,False,1610,15,2866,37,4476,52,27.014,2304.491,5501.36,7847.007,
097.jpg,42a309ba335c1e009f9ffc4cdd5af74aaa0a852c12cf747be5acf32e679a2673,478662,118731,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.579,2336.642,,2367.193,
098.jpg,75a6871dc7abf6d218f5306b189a35255161017903f5fe8cef1c83bfd920bb94,417188,99571,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,28.465,2332.669,,2364.185,
099.jpg,be46abc050a56341371299037397e762d1b8dbf55d816cb4590db47e82ba958e,443748,112765,detected,True,1,1,IMAGE_ROW_2_LEFT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,30.438,2360.462,,2392.852,
100.jpg,05cfb7e0fd3a80fb42b1e403b55f1394d110e6288f9b77e8fcea8c1a6ebeb2af,520961,128900,detected,True,1,1,IMAGE_ROW_2_RIGHT,0.95,检测到吸烟行为。,1,False,False,1610,14,,,1610,14,42.187,2317.781,,2362.084,
