sample_id,group_id,split,label,dataset,image,sha256,status,classification,predicted_label,abstained,decision_correct,self_confidence,status_probability_0,status_probability_1,status_probability_2,selected_status_probability,selected_status_logprob_margin,calibrated_decision_confidence,prompt_tokens,completion_tokens,preprocess_ms,request_ms,end_to_end_ms,failure_code
014-negative,014,calibration,0,passenger_unbelted_nonsmoking_100,014.jpg,626b12dd270baffb6a75513de2454047cbd3886993744de05924842dd8915e0e,0,not_detected,0,False,1,0.95,0.9413551093232041,0.045425355443096276,0.013219535233699687,0.9413551093232041,3.0312500037252903,,1610,14,33.556,2562.445,2598.63,
015-positive,015,calibration,1,passenger_smoking_100,015.jpg,ed55b0fa148fba1b7a4fef3c71321aafecbe94e2ac140c0c867a75e236445787,1,detected,1,False,1,0.95,0.019985040334532078,0.9780970540373355,0.0019179056281324156,0.9780970540373355,3.8906248919665813,,1610,14,32.232,2590.738,2625.314,
015-negative,015,calibration,0,passenger_unbelted_nonsmoking_100,015.jpg,bb18331668b258ae39b970eea783bc7bf9c4075d70f3ddb2d767727edd63477c,0,not_detected,0,False,1,0.95,0.8491588101867404,0.09984523415782762,0.05099595565543194,0.8491588101867404,2.1406248956918716,,1610,14,32.944,2593.11,2628.785,
016-positive,016,calibration,1,passenger_smoking_100,016.jpg,e142ad5908f643fc94ab3e535bc5bb8a3a05dcfb0ba7cbb9a81bbce2b8f4d2da,1,detected,1,False,1,0.95,0.21426601557402328,0.7716016088349448,0.014132375591031922,0.7716016088349448,1.2812500596046448,,1610,14,44.904,2609.074,2656.462,
016-negative,016,calibration,0,passenger_unbelted_nonsmoking_100,016.jpg,1a81153012fda72b1eacc623e276842b98c6418557be5dcac13f42538b010c81,0,not_detected,0,False,1,1.0,0.8976806583175818,0.09170385048099543,0.010615491201422824,0.8976806583175818,2.281250022351742,,1610,12,34.745,2383.534,2421.255,
017-positive,017,test,1,passenger_smoking_100,017.jpg,16bd427affab58a78d1801499090d97b8a75b975927f06a8da6fb3d8e2ba9343,1,detected,1,False,1,0.95,0.03953052799931295,0.9577370231168745,0.0027324488838125125,0.9577370231168745,3.1875,,1610,14,35.656,2728.208,2766.939,
017-negative,017,test,0,passenger_unbelted_nonsmoking_100,017.jpg,16fcee42e083bc6110f4797e8a86711ad7e4165bbf28d2e2315a879ded974125,0,not_detected,0,False,1,0.95,0.6422295445133895,0.1649381831215375,0.19283227236507308,0.6422295445133895,1.2031250298023224,,1610,14,34.227,2637.056,2674.082,
018-positive,018,calibration,1,passenger_smoking_100,018.jpg,b1adf1587be1cf07290908b39a43acd3127a77fa28c159ec8ab49be84b816287,1,detected,1,False,1,0.95,0.019379058916903058,0.9785462385053869,0.0020747025777099345,0.9785462385053869,3.9218749944120646,,1610,14,35.482,2569.322,2607.36,
018-negative,018,calibration,0,passenger_unbelted_nonsmoking_100,018.jpg,9a78886fdbf30a31838f2d5a9583705018cbec2698f468a45ef51d4cf1af6fa5,0,not_detected,0,False,1,1.0,0.9792384052519812,0.018217817462491327,0.0025437772855273957,0.9792384052519812,3.984375035390258,,1610,12,32.884,2450.96,2486.534,
019-positive,019,calibration,1,passenger_smoking_100,019.jpg,ddcb3c12d738b897e327032c7de2b460e9d24f94b6e20130c43df1697be26f3d,1,detected,1,False,1,0.95,0.010312070841711856,0.9881310393236719,0.0015568898346161664,0.9881310393236719,4.56250018440187,,1610,14,32.369,2484.727,2519.835,
019-negative,019,calibration,0,passenger_unbelted_nonsmoking_100,019.jpg,6232b16deb96192cdfb5d55699e0e4126e5c9507d46bf74599bd9d7fb93973d4,0,not_detected,0,False,1,0.95,0.949500426314063,0.040434604759585026,0.01006496892635192,0.949500426314063,3.1562500074505806,,1610,14,31.975,2710.556,2745.232,
020-positive,020,test,1,passenger_smoking_100,020.jpg,15d4a5c2ad07cd0b024621b3cd80ce1090a17427bb4b0e0754bac468e7ea0e76,1,detected,1,False,1,0.95,0.031092510513573417,0.9672596467983211,0.001647842688105318,0.9672596467983211,3.4374999962747097,,1610,14,34.739,2897.911,2936.162,
020-negative,020,test,0,passenger_unbelted_nonsmoking_100,020.jpg,24c185290a222428bbe3383987d1486b25aa22d0dd5c06a47adef07129b519c3,0,not_detected,0,False,1,1.0,0.92826196591294,0.04621544264885909,0.02552259143820098,0.92826196591294,2.999999985098839,,1610,15,34.642,3046.217,3084.312,
021-positive,021,calibration,1,passenger_smoking_100,021.jpg,e5b46543f09a828e18993b22f1a4ced2573625a352ae9e3f884c41d77a2a3fb6,1,detected,1,False,1,0.95,0.01821853722082732,0.9792770241623736,0.0025044386167990683,0.9792770241623736,3.984374964609742,,1610,14,35.129,2595.713,2633.533,
021-negative,021,calibration,0,passenger_unbelted_nonsmoking_100,021.jpg,b97e9bfd6a503ec8e65c221ab147f230951626538667e0c3f4276b748ee8b9d7,0,not_detected,0,False,1,0.95,0.9287006070297702,0.05078172239009779,0.020517670580132017,0.9287006070297702,2.9062499180436134,,1610,11,35.784,2303.789,2342.867,
022-positive,022,calibration,1,passenger_smoking_100,022.jpg,903f186b8dea99845f2ab63da20cac16f010fb340c66813e3acb961f72fccb2d,1,detected,1,False,1,0.95,0.019389857335989743,0.9790914120353993,0.0015187306286110396,0.9790914120353993,3.921874899417162,,1610,11,34.247,2444.721,2482.426,
022-negative,022,calibration,0,passenger_unbelted_nonsmoking_100,022.jpg,d179025cd68176c0e0b55b8b693fba9c8dd9fe2946f22f957e01364837c73950,0,not_detected,0,False,1,1.0,0.9348116157926154,0.03739716843649473,0.027791215770889874,0.9348116157926154,3.218750037252903,,1610,15,34.669,2975.599,3013.154,
023-positive,023,test,1,passenger_smoking_100,023.jpg,2c1ec8d6ea9ce27eb581c8b8ea26c74205458986383f7fdc489f0a6bb168afe3,1,detected,1,False,1,0.95,0.004130658536342762,0.9950685767804472,0.0008007646832100558,0.9950685767804472,5.484374810010195,,1610,14,33.128,2495.96,2531.499,
023-negative,023,test,0,passenger_unbelted_nonsmoking_100,023.jpg,983f0c47fc3e567d71ad28db4d41d6919fb7393a597d7f5c68bc90fd1e1be205,0,not_detected,0,False,1,1.0,0.919804056633133,0.05108728551709908,0.029108657849767888,0.919804056633133,2.890625014901161,,1610,15,32.181,2837.956,2872.787,
024-positive,024,calibration,1,passenger_smoking_100,024.jpg,eaa6bb319945f4874298f2ab4575c68da9d4485b5313e16a4961d3b6c759a2b7,1,detected,1,False,1,0.95,0.014928698093469655,0.9831733309326959,0.0018979709738343466,0.9831733309326959,4.187500026077032,,1610,14,34.46,2681.672,2719.4,
024-negative,024,calibration,0,passenger_unbelted_nonsmoking_100,024.jpg,7ca930dcf676b7619ec28a1b434d1906fc0bdff1cb94a53547ccdba87b5afb6f,0,not_detected,0,False,1,1.0,0.9453244967445159,0.039632644545164984,0.015042858710319258,0.9453244967445159,3.1718751154839993,,1610,15,34.73,3002.838,3040.325,
025-positive,025,calibration,1,passenger_smoking_100,025.jpg,95ec6b3d9f59d36eeb09452173f1eefdb6ad869b4232cf35a47c07981c854285,1,detected,1,False,1,0.95,0.027488877787045816,0.9690163044212485,0.0034948177917056306,0.9690163044212485,3.5624999590218067,,1610,14,35.127,2465.782,2503.963,
025-negative,025,calibration,0,passenger_unbelted_nonsmoking_100,025.jpg,c170cce2fac9d1a20377d8238eb877da4d247482debd31cff3e920dccf12244c,0,not_detected,0,False,1,0.95,0.897633171298976,0.08092408171422444,0.02144274698679947,0.897633171298976,2.406250037252903,,1610,14,34.12,2578.594,2615.694,
026-positive,026,calibration,1,passenger_smoking_100,026.jpg,6f54e50f6c70aacc7b09300064a8d1c35ce048857a5e38ce61bfec4b19b476ca,1,detected,1,False,1,0.95,0.030087653369010012,0.9657111688898863,0.004201177741103735,0.9657111688898863,3.4687498919665813,,1610,14,33.153,2454.654,2490.666,
026-negative,026,calibration,0,passenger_unbelted_nonsmoking_100,026.jpg,5786fe56ca1840eac8e2493e810611a4ed4ae6339a45c7fa31019bbe8cb89f46,0,not_detected,0,False,1,1.0,0.9332162876793825,0.05965851686970039,0.0071251954509172575,0.9332162876793825,2.750000074505806,,1610,12,32.697,2435.642,2470.882,
027-positive,027,test,1,passenger_smoking_100,027.jpg,6603819ea84eca6f157f9ed3c43092309cff19d80c76bec19020d6de79ad5f44,1,detected,1,False,1,0.95,0.03344888089552255,0.9623645007616946,0.004186618342782806,0.9623645007616946,3.359374947845936,,1610,14,31.548,2457.999,2492.217,
027-negative,027,test,0,passenger_unbelted_nonsmoking_100,027.jpg,36e2000f65187b8b28a87b85732fa78a94c4689b79cc81311f297ff09331ee9c,0,not_detected,0,False,1,0.95,0.913524257252459,0.06721758283264194,0.01925815991489908,0.913524257252459,2.6093750670552254,,1610,14,31.531,2616.548,2650.509,
028-positive,028,test,1,passenger_smoking_100,028.jpg,d2bc90a413cad89c2a38c340a571c69dae06dbda03119a82991ba2e203fb3b7e,1,detected,1,False,1,0.95,0.03835930340035716,0.9588619573188147,0.0027787392808280007,0.9588619573188147,3.2187500298023224,,1610,14,34.568,2774.296,2812.1,
028-negative,028,test,0,passenger_unbelted_nonsmoking_100,028.jpg,879713f04b91364023b47301f272941cf37afdf94a1ca84aeac5690139d75712,0,not_detected,0,False,1,0.95,0.9583786813714971,0.030807034871486012,0.010814283757017023,0.9583786813714971,3.437499914318323,,1610,11,34.472,2334.234,2371.582,
029-positive,029,calibration,1,passenger_smoking_100,029.jpg,e3208bf47f8fa56e396b277e7882d95d2ed2012c1ef3520bf8367da277621711,1,detected,1,False,1,0.95,0.006480613151668446,0.9923391795164133,0.0011802073319183955,0.9923391795164133,5.031249835621566,,1610,14,33.875,2888.038,2924.583,
029-negative,029,calibration,0,passenger_unbelted_nonsmoking_100,029.jpg,fc2de00e45ae9ebb4e5659c6f9d565b6448dc4e399101fe8c7c11d0dd5c16f74,0,not_detected,0,False,1,0.95,0.93822530619042,0.05461125594550213,0.007163437864077758,0.93822530619042,2.8437501043081284,,1610,14,33.851,2599.852,2636.941,
030-positive,030,calibration,1,passenger_smoking_100,030.jpg,fbc245f4b01f8bf5881f3e4176ad619dbbac0a24cc8bbdbff3f6615a6f7c1b62,1,detected,1,False,1,0.95,0.0304798186952042,0.9631312657512164,0.006388915553579366,0.9631312657512164,3.4531249292194843,,1610,14,32.241,2609.822,2645.295,
030-negative,030,calibration,0,passenger_unbelted_nonsmoking_100,030.jpg,736d8a363dcdd41fbca5cb45f012f72232aa8388f28bee2de72f4c085ef771b1,0,not_detected,0,False,1,1.0,0.9593251523019507,0.025168797613476034,0.015506050084573246,0.9593251523019507,3.6406250335276127,,1610,15,32.146,2666.181,2700.804,
031-positive,031,calibration,1,passenger_smoking_100,031.jpg,fcc3c1a2dde5b41c229c3de12270e8fa2d03f2545830c5e5c7e39c2e380c3166,1,detected,1,False,1,0.95,0.007558646009284251,0.9899874209139133,0.0024539330768024756,0.9899874209139133,4.875000162050128,,1610,14,32.164,2474.689,2509.464,
031-negative,031,calibration,0,passenger_unbelted_nonsmoking_100,031.jpg,6389502b6f77eadd41742ebc58530b9dc0d0d556b6995218204ac0ce67ace30e,0,not_detected,0,False,1,0.95,0.9890113244826464,0.00984861552134788,0.0011400599960056316,0.9890113244826464,4.609374892897904,,1610,14,33.592,2584.809,2621.048,
032-positive,032,calibration,1,passenger_smoking_100,032.jpg,947ee77f73e89266ddc7f4cd161c444711ba153891961598f3b07806883ff08a,1,detected,1,False,1,0.95,0.012802213326837081,0.9857158229146405,0.001481963758522235,0.9857158229146405,4.343750028871,,1610,14,33.975,2497.171,2533.635,
032-negative,032,calibration,0,passenger_unbelted_nonsmoking_100,032.jpg,32f158cb45aa40fc84d5eb9b5e6222d3f84cd58071091ad6b500725d88fbdb21,0,not_detected,0,False,1,1.0,0.9762457029239061,0.019637957552665265,0.0041163395234285445,0.9762457029239061,3.9062499962747097,,1610,15,33.402,2665.606,2702.01,
033-positive,033,calibration,1,passenger_smoking_100,033.jpg,cfbcdf0d6109b153b028aba0a113d35256e3e7a5980e95240723750136b5da27,1,detected,1,False,1,0.95,0.009697913228148542,0.9892140110631172,0.0010880757087343752,0.9892140110631172,4.6249999683350325,,1610,14,33.416,2489.002,2524.921,
033-negative,033,calibration,0,passenger_unbelted_nonsmoking_100,033.jpg,f9676c07af24dd0745e13113136be4b778bda90fb8e215bb1234871202c32d36,0,not_detected,0,False,1,1.0,0.9383888179334241,0.05211951352285793,0.009491668543718053,0.9383888179334241,2.890624962747097,,1610,15,34.178,2781.542,2818.437,
034-positive,034,test,1,passenger_smoking_100,034.jpg,7ca225d2b800d6e9dd3c1c6173ce13e6d6a82b180ffa9419804b39c552cda907,1,detected,1,False,1,0.95,0.01062950607196348,0.9872109787847549,0.0021595151432816113,0.9872109787847549,4.531250048428774,,1610,14,32.982,2537.363,2573.198,
034-negative,034,test,0,passenger_unbelted_nonsmoking_100,034.jpg,13aae1bc2f1dbc389df0a5bdcc6bdafb6983af5798bccbe3de7262249157539a,0,not_detected,0,False,1,1.0,0.9330793546489243,0.06449677583793947,0.00242386951313612,0.9330793546489243,2.671875014901161,,1610,15,32.972,2777.358,2813.128,
035-positive,035,calibration,1,passenger_smoking_100,035.jpg,3d9a6ef2d05571a79324ada34ef4ac4f82257c7de522d3a2e256e045fbc1f916,1,detected,1,False,1,0.95,0.012035622877478554,0.9864579422835487,0.001506434838972836,0.9864579422835487,4.406249865889549,,1610,14,32.262,2483.415,2518.405,
035-negative,035,calibration,0,passenger_unbelted_nonsmoking_100,035.jpg,d0809fb31cd7db723d4c5ed2dbeb1d376a794d6b9402fde6dda186173956534c,0,not_detected,0,False,1,0.95,0.8062513552957891,0.1275674983833602,0.06618114632085084,0.8062513552957891,1.843749925494194,,1610,14,33.347,2690.954,2726.921,
036-positive,036,calibration,1,passenger_smoking_100,036.jpg,4bd752c57f0eef8f223b3eaa73726355cf8e0e0f4aa123997cd0e9206bed2d39,1,detected,1,False,1,0.95,0.02474109299691355,0.972957626875465,0.0023012801276214375,0.972957626875465,3.671874986961484,,1610,14,35.445,2498.336,2536.859,
036-negative,036,calibration,0,passenger_unbelted_nonsmoking_100,036.jpg,20a9c10a819c943effdd9e551f47a8f295734480dde03a73286fc2dfe427c108,0,not_detected,0,False,1,1.0,0.916058658541258,0.07637881468954145,0.0075625267692005825,0.916058658541258,2.484375037252903,,1610,12,33.36,2440.324,2476.463,
037-positive,037,calibration,1,passenger_smoking_100,037.jpg,787b3fb1e9a023a9d9f68eb590632dfde1a56f5039c26f6167f01c776ffdb3da,1,detected,1,False,1,0.95,0.06525885240723649,0.9294674225900728,0.005273725002690841,0.9294674225900728,2.656250052154064,,1610,14,34.153,2505.225,2541.835,
037-negative,037,calibration,0,passenger_unbelted_nonsmoking_100,037.jpg,58dfed478734b0ba61edfbc8c18e9df5a17347ee6615723e84a9b2119c7dcb54,0,not_detected,0,False,1,0.95,0.9560883926705875,0.03649682862143779,0.0074147787079746705,0.9560883926705875,3.265625,,1610,14,35.761,2583.009,2622.353,
038-positive,038,test,1,passenger_smoking_100,038.jpg,0032b128d72698543a213acd6e3c9bf738e8d47e76ba58e7a439456a39255288,1,detected,1,False,1,0.95,0.014032886490846844,0.9837812113954915,0.002185902113661626,0.9837812113954915,4.249999916180968,,1610,14,32.632,2599.635,2635.174,
038-negative,038,test,0,passenger_unbelted_nonsmoking_100,038.jpg,3db52ebb02556a262dd4751913c6f6e33c32e99da36c0fd8e88e459e8d406a50,0,not_detected,0,False,1,0.95,0.9211562101212355,0.06777915037940113,0.011064639499363305,0.9211562101212355,2.609375,,1610,14,32.147,2695.66,2730.237,
039-positive,039,test,1,passenger_smoking_100,039.jpg,6d12e966481f719ee3521d58a62a2d468b6d429c42d24c817adc9ac8909a84d7,1,detected,1,False,1,0.95,0.01536273936627213,0.98062965062444,0.004007610009287931,0.98062965062444,4.156249810010195,,1610,14,31.824,2562.073,2596.038,
039-negative,039,test,0,passenger_unbelted_nonsmoking_100,039.jpg,201210d70d705c3b1570c2bedaeaade862d0f378afb4c3f1cc69e16fdc521a8a,0,not_detected,0,False,1,0.95,0.915691355464308,0.06530407519881383,0.019004569336878108,0.915691355464308,2.6406249180436134,,1610,11,33.483,2369.337,2405.174,
040-positive,040,calibration,1,passenger_smoking_100,040.jpg,c9e0a033e9d8ee0c8f97ddd3de10f3727ced354565308aad0b9f7a174b78b38f,1,detected,1,False,1,0.95,0.006088027222444107,0.9923484380766551,0.0015635347009007052,0.9923484380766551,5.093750201631337,,1610,14,35.126,2628.153,2665.893,
040-negative,040,calibration,0,passenger_unbelted_nonsmoking_100,040.jpg,961ea0a0323d088d9cf4b9c98172b2bf0ddf5ca1676361dcfd4af5b7c4900481,0,not_detected,0,False,1,1.0,0.9156368932872945,0.04349929797333702,0.04086380873936855,0.9156368932872945,3.0468750819563866,,1610,15,36.154,2841.955,2881.1,
041-positive,041,test,1,passenger_smoking_100,041.jpg,a8df4c4fc8920a027822c856dd17d606327ef5c8b68dbf212e9fa85c9154f59f,1,detected,1,False,1,0.95,0.017152145886087565,0.981417748510139,0.0014301056037734291,0.981417748510139,4.046874918043613,,1610,14,34.502,2572.182,2609.382,
041-negative,041,test,0,passenger_unbelted_nonsmoking_100,041.jpg,0c928a1c797ba77a2591ee427914232b0584b35f058ea311ea9430d50580fd42,0,not_detected,0,False,1,1.0,0.9370972376257704,0.055404570870566876,0.007498191503662772,0.9370972376257704,2.8281249552965164,,1610,12,34.288,2475.903,2512.546,
042-positive,042,calibration,1,passenger_smoking_100,042.jpg,cea424b4b7db62cec3b635d69c771f406f2294c7ca382341a5ddb6624b98f076,1,detected,1,False,1,0.95,0.00910794229627029,0.9889528648869222,0.0019391928168074038,0.9889528648869222,4.687499858438969,,1610,14,32.516,2479.599,2514.55,
042-negative,042,calibration,0,passenger_unbelted_nonsmoking_100,042.jpg,09bb40a566da09bbf407bb7ff0f21e31faec91495740a5acc8374b880229acd4,0,not_detected,0,False,1,0.95,0.9541005090168109,0.03530039335025954,0.010599097632929511,0.9541005090168109,3.296874914318323,,1610,11,32.732,2275.565,2310.788,
043-positive,043,calibration,1,passenger_smoking_100,043.jpg,b036a3a07a4c8ecbe9ae62bfb69b91a81b8fc51b442b0ecf21a5640f8226de05,1,detected,1,False,1,0.95,0.01113432185187823,0.9867406556355665,0.0021250225125551995,0.9867406556355665,4.48437484819442,,1610,14,32.602,2496.019,2531.17,
043-negative,043,calibration,0,passenger_unbelted_nonsmoking_100,043.jpg,ebc64e0272dfd8d77fe4a0ef1f98a9f05c9a74f32f3804b4f6cf082d016182d3,0,not_detected,0,False,1,1.0,0.96272569450876,0.03506728451689634,0.002207020974343608,0.96272569450876,3.3124998956918716,,1610,15,35.25,2703.647,2741.542,
044-positive,044,test,1,passenger_smoking_100,044.jpg,ea00f4d225af5f5dc82eb753a7247aa66d21129a09a7a057657b2d17aa1122c0,1,detected,1,False,1,0.95,0.01714418162562612,0.9809621159789358,0.0018937023954379959,0.9809621159789358,4.046874988824129,,1610,14,36.364,2591.369,2630.613,
